0.000,0.000,0.000,-2.000,0.000,0.000,0.000,0.000,0.000,0.000
0.020,0.047,0.038,-1.976,2.356,1.884,1.178,-0.001,0.000,0.001
0.040,0.094,0.075,-1.953,2.353,1.876,1.177,-0.003,0.000,0.001
0.060,0.141,0.112,-1.929,2.349,1.861,1.174,-0.004,0.000,0.002
0.080,0.188,0.149,-1.906,2.342,1.839,1.171,-0.005,0.000,0.003
0.100,0.235,0.185,-1.883,2.333,1.810,1.166,-0.006,0.000,0.003
0.120,0.281,0.221,-1.859,2.321,1.773,1.161,-0.008,0.000,0.004
0.140,0.327,0.255,-1.836,2.307,1.730,1.154,-0.009,0.000,0.005
0.160,0.373,0.289,-1.813,2.291,1.679,1.145,-0.011,0.000,0.005
0.180,0.418,0.321,-1.791,2.273,1.622,1.136,-0.012,0.000,0.006
0.200,0.464,0.353,-1.768,2.252,1.559,1.126,-0.014,0.000,0.007
0.220,0.508,0.382,-1.746,2.229,1.489,1.115,-0.016,0.000,0.008
0.240,0.552,0.411,-1.724,2.204,1.414,1.102,-0.018,0.000,0.009
0.260,0.596,0.437,-1.702,2.177,1.333,1.088,-0.020,0.000,0.010
0.280,0.639,0.462,-1.681,2.147,1.246,1.074,-0.022,0.000,0.011
0.300,0.681,0.485,-1.660,2.116,1.155,1.058,-0.024,0.000,0.012
0.320,0.723,0.507,-1.639,2.082,1.059,1.041,-0.027,0.000,0.013
0.340,0.764,0.526,-1.618,2.047,0.959,1.023,-0.030,0.000,0.015
0.360,0.804,0.543,-1.598,2.009,0.856,1.004,-0.032,0.000,0.016
0.380,0.843,0.558,-1.578,1.969,0.748,0.985,-0.036,0.000,0.018
0.400,0.882,0.571,-1.559,1.928,0.638,0.964,-0.039,0.000,0.019
0.420,0.919,0.581,-1.540,1.884,0.526,0.942,-0.042,0.000,0.021
0.440,0.956,0.589,-1.522,1.839,0.411,0.919,-0.046,0.001,0.023
0.460,0.992,0.595,-1.504,1.792,0.295,0.896,-0.050,0.001,0.025
0.480,1.027,0.599,-1.487,1.743,0.177,0.871,-0.053,0.001,0.027
0.500,1.061,0.600,-1.470,1.692,0.059,0.846,-0.057,0.001,0.028
0.520,1.093,0.599,-1.453,1.640,-0.059,0.820,-0.060,0.001,0.030
0.540,1.125,0.595,-1.437,1.586,-0.177,0.793,-0.063,0.001,0.032
0.560,1.156,0.589,-1.422,1.530,-0.295,0.765,-0.066,0.001,0.033
0.580,1.185,0.581,-1.407,1.473,-0.411,0.737,-0.068,0.001,0.034
0.600,1.214,0.571,-1.393,1.415,-0.526,0.707,-0.070,0.001,0.035
0.620,1.241,0.558,-1.380,1.355,-0.638,0.677,-0.070,0.001,0.035
0.640,1.266,0.543,-1.367,1.294,-0.748,0.647,-0.070,0.001,0.035
0.660,1.291,0.526,-1.354,1.231,-0.856,0.616,-0.069,0.001,0.035
0.680,1.314,0.507,-1.343,1.167,-0.959,0.584,-0.068,0.001,0.034
0.700,1.337,0.485,-1.332,1.102,-1.059,0.551,-0.066,0.001,0.033
0.720,1.357,0.462,-1.321,1.037,-1.155,0.518,-0.064,0.001,0.032
0.740,1.377,0.437,-1.312,0.970,-1.246,0.485,-0.061,0.001,0.031
0.760,1.395,0.411,-1.303,0.902,-1.333,0.451,-0.058,0.001,0.029
0.780,1.411,0.382,-1.294,0.833,-1.414,0.416,-0.056,0.001,0.028
0.800,1.427,0.353,-1.287,0.763,-1.489,0.382,-0.053,0.001,0.026
0.820,1.440,0.321,-1.280,0.693,-1.559,0.346,-0.050,0.001,0.025
0.840,1.453,0.289,-1.274,0.622,-1.622,0.311,-0.048,0.001,0.024
0.860,1.464,0.255,-1.268,0.550,-1.679,0.275,-0.046,0.001,0.023
0.880,1.473,0.221,-1.263,0.478,-1.730,0.239,-0.044,0.000,0.022
0.900,1.482,0.185,-1.259,0.405,-1.773,0.203,-0.043,0.000,0.021
0.920,1.488,0.149,-1.256,0.332,-1.810,0.166,-0.041,0.000,0.021
0.940,1.493,0.112,-1.253,0.259,-1.839,0.129,-0.041,0.000,0.020
0.960,1.497,0.075,-1.251,0.185,-1.861,0.092,-0.040,0.000,0.020
0.980,1.499,0.038,-1.250,0.111,-1.876,0.055,-0.039,0.000,0.020
1.000,1.500,-0.000,-1.250,0.037,-1.884,0.019,-0.039,0.000,0.020
1.020,1.499,-0.038,-1.250,-0.037,-1.884,-0.019,-0.039,0.000,0.020
1.040,1.497,-0.075,-1.251,-0.111,-1.876,-0.055,-0.040,0.000,0.020
1.060,1.493,-0.112,-1.253,-0.185,-1.861,-0.092,-0.041,0.000,0.020
1.080,1.488,-0.149,-1.256,-0.259,-1.839,-0.129,-0.041,0.000,0.021
1.100,1.482,-0.185,-1.259,-0.332,-1.810,-0.166,-0.043,0.000,0.021
1.120,1.473,-0.221,-1.263,-0.405,-1.773,-0.203,-0.044,0.000,0.022
1.140,1.464,-0.255,-1.268,-0.478,-1.730,-0.239,-0.046,0.001,0.023
1.160,1.453,-0.289,-1.274,-0.550,-1.679,-0.275,-0.048,0.001,0.024
1.180,1.440,-0.321,-1.280,-0.622,-1.622,-0.311,-0.050,0.001,0.025
1.200,1.427,-0.353,-1.287,-0.693,-1.559,-0.346,-0.053,0.001,0.026
1.220,1.411,-0.382,-1.294,-0.763,-1.489,-0.382,-0.056,0.001,0.028
1.240,1.395,-0.411,-1.303,-0.833,-1.414,-0.416,-0.058,0.001,0.029
1.260,1.377,-0.437,-1.312,-0.902,-1.333,-0.451,-0.061,0.001,0.031
1.280,1.357,-0.462,-1.321,-0.970,-1.246,-0.485,-0.064,0.001,0.032
1.300,1.337,-0.485,-1.332,-1.037,-1.155,-0.518,-0.066,0.001,0.033
1.320,1.314,-0.507,-1.343,-1.102,-1.059,-0.551,-0.068,0.001,0.034
1.340,1.291,-0.526,-1.354,-1.167,-0.959,-0.584,-0.069,0.001,0.035
1.360,1.266,-0.543,-1.367,-1.231,-0.856,-0.616,-0.070,0.001,0.035
1.380,1.241,-0.558,-1.380,-1.294,-0.748,-0.647,-0.070,0.001,0.035
1.400,1.214,-0.571,-1.393,-1.355,-0.638,-0.677,-0.070,0.001,0.035
1.420,1.185,-0.581,-1.407,-1.415,-0.526,-0.707,-0.068,0.001,0.034
1.440,1.156,-0.589,-1.422,-1.473,-0.411,-0.737,-0.066,0.001,0.033
1.460,1.125,-0.595,-1.437,-1.530,-0.295,-0.765,-0.063,0.001,0.032
1.480,1.093,-0.599,-1.453,-1.586,-0.177,-0.793,-0.060,0.001,0.030
1.500,1.061,-0.600,-1.470,-1.640,-0.059,-0.820,-0.057,0.001,0.028
1.520,1.027,-0.599,-1.487,-1.692,0.059,-0.846,-0.053,0.001,0.027
1.540,0.992,-0.595,-1.504,-1.743,0.177,-0.871,-0.050,0.001,0.025
1.560,0.956,-0.589,-1.522,-1.792,0.295,-0.896,-0.046,0.001,0.023
1.580,0.919,-0.581,-1.540,-1.839,0.411,-0.919,-0.042,0.000,0.021
1.600,0.882,-0.571,-1.559,-1.884,0.526,-0.942,-0.039,0.000,0.019
1.620,0.843,-0.558,-1.578,-1.928,0.638,-0.964,-0.036,0.000,0.018
1.640,0.804,-0.543,-1.598,-1.969,0.748,-0.985,-0.032,0.000,0.016
1.660,0.764,-0.526,-1.618,-2.009,0.856,-1.004,-0.030,0.000,0.015
1.680,0.723,-0.507,-1.639,-2.047,0.959,-1.023,-0.027,0.000,0.013
1.700,0.681,-0.485,-1.660,-2.082,1.059,-1.041,-0.024,0.000,0.012
1.720,0.639,-0.462,-1.681,-2.116,1.155,-1.058,-0.022,0.000,0.011
1.740,0.596,-0.437,-1.702,-2.147,1.246,-1.074,-0.020,0.000,0.010
1.760,0.552,-0.411,-1.724,-2.177,1.333,-1.088,-0.018,0.000,0.009
1.780,0.508,-0.382,-1.746,-2.204,1.414,-1.102,-0.016,0.000,0.008
1.800,0.464,-0.353,-1.768,-2.229,1.489,-1.115,-0.014,0.000,0.007
1.820,0.418,-0.321,-1.791,-2.252,1.559,-1.126,-0.012,0.000,0.006
1.840,0.373,-0.289,-1.813,-2.273,1.622,-1.136,-0.011,0.000,0.005
1.860,0.327,-0.255,-1.836,-2.291,1.679,-1.145,-0.009,0.000,0.005
1.880,0.281,-0.221,-1.859,-2.307,1.730,-1.154,-0.008,0.000,0.004
1.900,0.235,-0.185,-1.883,-2.321,1.773,-1.161,-0.006,0.000,0.003
1.920,0.188,-0.149,-1.906,-2.333,1.810,-1.166,-0.005,0.000,0.003
1.940,0.141,-0.112,-1.929,-2.342,1.839,-1.171,-0.004,0.000,0.002
1.960,0.094,-0.075,-1.953,-2.349,1.861,-1.174,-0.003,0.000,0.001
1.980,0.047,-0.038,-1.976,-2.353,1.876,-1.177,-0.001,0.000,0.001
2.000,-0.000,0.000,-2.000,-2.356,1.884,-1.178,-0.000,0.000,0.000
2.020,-0.047,0.038,-2.024,-2.356,1.884,-1.178,0.001,0.000,-0.001
2.040,-0.094,0.075,-2.047,-2.353,1.876,-1.177,0.003,0.000,-0.001
2.060,-0.141,0.112,-2.071,-2.349,1.861,-1.174,0.004,0.000,-0.002
2.080,-0.188,0.149,-2.094,-2.342,1.839,-1.171,0.005,0.000,-0.003
2.100,-0.235,0.185,-2.117,-2.333,1.810,-1.166,0.006,0.000,-0.003
2.120,-0.281,0.221,-2.141,-2.321,1.773,-1.161,0.008,0.000,-0.004
2.140,-0.327,0.255,-2.164,-2.307,1.730,-1.154,0.009,0.000,-0.005
2.160,-0.373,0.289,-2.187,-2.291,1.679,-1.145,0.011,0.000,-0.005
2.180,-0.418,0.321,-2.209,-2.273,1.622,-1.136,0.012,0.000,-0.006
2.200,-0.464,0.353,-2.232,-2.252,1.559,-1.126,0.014,0.000,-0.007
2.220,-0.508,0.382,-2.254,-2.229,1.489,-1.115,0.016,0.000,-0.008
2.240,-0.552,0.411,-2.276,-2.204,1.414,-1.102,0.018,0.000,-0.009
2.260,-0.596,0.437,-2.298,-2.177,1.333,-1.088,0.020,0.000,-0.010
2.280,-0.639,0.462,-2.319,-2.147,1.246,-1.074,0.022,0.000,-0.011
2.300,-0.681,0.485,-2.340,-2.116,1.155,-1.058,0.024,0.000,-0.012
2.320,-0.723,0.507,-2.361,-2.082,1.059,-1.041,0.027,0.000,-0.013
2.340,-0.764,0.526,-2.382,-2.047,0.959,-1.023,0.030,0.000,-0.015
2.360,-0.804,0.543,-2.402,-2.009,0.856,-1.004,0.032,0.000,-0.016
2.380,-0.843,0.558,-2.422,-1.969,0.748,-0.985,0.036,0.000,-0.018
2.400,-0.882,0.571,-2.441,-1.928,0.638,-0.964,0.039,0.000,-0.019
2.420,-0.919,0.581,-2.460,-1.884,0.526,-0.942,0.042,0.000,-0.021
2.440,-0.956,0.589,-2.478,-1.839,0.411,-0.919,0.046,0.001,-0.023
2.460,-0.992,0.595,-2.496,-1.792,0.295,-0.896,0.050,0.001,-0.025
2.480,-1.027,0.599,-2.513,-1.743,0.177,-0.871,0.053,0.001,-0.027
2.500,-1.061,0.600,-2.530,-1.692,0.059,-0.846,0.057,0.001,-0.028
2.520,-1.093,0.599,-2.547,-1.640,-0.059,-0.820,0.060,0.001,-0.030
2.540,-1.125,0.595,-2.563,-1.586,-0.177,-0.793,0.063,0.001,-0.032
2.560,-1.156,0.589,-2.578,-1.530,-0.295,-0.765,0.066,0.001,-0.033
2.580,-1.185,0.581,-2.593,-1.473,-0.411,-0.737,0.068,0.001,-0.034
2.600,-1.214,0.571,-2.607,-1.415,-0.526,-0.707,0.070,0.001,-0.035
2.620,-1.241,0.558,-2.620,-1.355,-0.638,-0.677,0.070,0.001,-0.035
2.640,-1.266,0.543,-2.633,-1.294,-0.748,-0.647,0.070,0.001,-0.035
2.660,-1.291,0.526,-2.646,-1.231,-0.856,-0.616,0.069,0.001,-0.035
2.680,-1.314,0.507,-2.657,-1.167,-0.959,-0.584,0.068,0.001,-0.034
2.700,-1.337,0.485,-2.668,-1.102,-1.059,-0.551,0.066,0.001,-0.033
2.720,-1.357,0.462,-2.679,-1.037,-1.155,-0.518,0.064,0.001,-0.032
2.740,-1.377,0.437,-2.688,-0.970,-1.246,-0.485,0.061,0.001,-0.031
2.760,-1.395,0.411,-2.697,-0.902,-1.333,-0.451,0.058,0.001,-0.029
2.780,-1.411,0.382,-2.706,-0.833,-1.414,-0.416,0.056,0.001,-0.028
2.800,-1.427,0.353,-2.713,-0.763,-1.489,-0.382,0.053,0.001,-0.026
2.820,-1.440,0.321,-2.720,-0.693,-1.559,-0.346,0.050,0.001,-0.025
2.840,-1.453,0.289,-2.726,-0.622,-1.622,-0.311,0.048,0.001,-0.024
2.860,-1.464,0.255,-2.732,-0.550,-1.679,-0.275,0.046,0.001,-0.023
2.880,-1.473,0.221,-2.737,-0.478,-1.730,-0.239,0.044,0.000,-0.022
2.900,-1.482,0.185,-2.741,-0.405,-1.773,-0.203,0.043,0.000,-0.021
2.920,-1.488,0.149,-2.744,-0.332,-1.810,-0.166,0.041,0.000,-0.021
2.940,-1.493,0.112,-2.747,-0.259,-1.839,-0.129,0.041,0.000,-0.020
2.960,-1.497,0.075,-2.749,-0.185,-1.861,-0.092,0.040,0.000,-0.020
2.980,-1.499,0.038,-2.750,-0.111,-1.876,-0.055,0.039,0.000,-0.020
3.000,-1.500,-0.000,-2.750,-0.037,-1.884,-0.019,0.039,0.000,-0.020
3.020,-1.499,-0.038,-2.750,0.037,-1.884,0.019,0.039,0.000,-0.020
3.040,-1.497,-0.075,-2.749,0.111,-1.876,0.055,0.040,0.000,-0.020
3.060,-1.493,-0.112,-2.747,0.185,-1.861,0.092,0.041,0.000,-0.020
3.080,-1.488,-0.149,-2.744,0.259,-1.839,0.129,0.041,0.000,-0.021
3.100,-1.482,-0.185,-2.741,0.332,-1.810,0.166,0.043,0.000,-0.021
3.120,-1.473,-0.221,-2.737,0.405,-1.773,0.203,0.044,0.000,-0.022
3.140,-1.464,-0.255,-2.732,0.478,-1.730,0.239,0.046,0.001,-0.023
3.160,-1.453,-0.289,-2.726,0.550,-1.679,0.275,0.048,0.001,-0.024
3.180,-1.440,-0.321,-2.720,0.622,-1.622,0.311,0.050,0.001,-0.025
3.200,-1.427,-0.353,-2.713,0.693,-1.559,0.346,0.053,0.001,-0.026
3.220,-1.411,-0.382,-2.706,0.763,-1.489,0.382,0.056,0.001,-0.028
3.240,-1.395,-0.411,-2.697,0.833,-1.414,0.416,0.058,0.001,-0.029
3.260,-1.377,-0.437,-2.688,0.902,-1.333,0.451,0.061,0.001,-0.031
3.280,-1.357,-0.462,-2.679,0.970,-1.246,0.485,0.064,0.001,-0.032
3.300,-1.337,-0.485,-2.668,1.037,-1.155,0.518,0.066,0.001,-0.033
3.320,-1.314,-0.507,-2.657,1.102,-1.059,0.551,0.068,0.001,-0.034
3.340,-1.291,-0.526,-2.646,1.167,-0.959,0.584,0.069,0.001,-0.035
3.360,-1.266,-0.543,-2.633,1.231,-0.856,0.616,0.070,0.001,-0.035
3.380,-1.241,-0.558,-2.620,1.294,-0.748,0.647,0.070,0.001,-0.035
3.400,-1.214,-0.571,-2.607,1.355,-0.638,0.677,0.070,0.001,-0.035
3.420,-1.185,-0.581,-2.593,1.415,-0.526,0.707,0.068,0.001,-0.034
3.440,-1.156,-0.589,-2.578,1.473,-0.411,0.737,0.066,0.001,-0.033
3.460,-1.125,-0.595,-2.563,1.530,-0.295,0.765,0.063,0.001,-0.032
3.480,-1.093,-0.599,-2.547,1.586,-0.177,0.793,0.060,0.001,-0.030
3.500,-1.061,-0.600,-2.530,1.640,-0.059,0.820,0.057,0.001,-0.028
3.520,-1.027,-0.599,-2.513,1.692,0.059,0.846,0.053,0.001,-0.027
3.540,-0.992,-0.595,-2.496,1.743,0.177,0.871,0.050,0.001,-0.025
3.560,-0.956,-0.589,-2.478,1.792,0.295,0.896,0.046,0.001,-0.023
3.580,-0.919,-0.581,-2.460,1.839,0.411,0.919,0.042,0.000,-0.021
3.600,-0.882,-0.571,-2.441,1.884,0.526,0.942,0.039,0.000,-0.019
3.620,-0.843,-0.558,-2.422,1.928,0.638,0.964,0.036,0.000,-0.018
3.640,-0.804,-0.543,-2.402,1.969,0.748,0.985,0.032,0.000,-0.016
3.660,-0.764,-0.526,-2.382,2.009,0.856,1.004,0.030,0.000,-0.015
3.680,-0.723,-0.507,-2.361,2.047,0.959,1.023,0.027,0.000,-0.013
3.700,-0.681,-0.485,-2.340,2.082,1.059,1.041,0.024,0.000,-0.012
3.720,-0.639,-0.462,-2.319,2.116,1.155,1.058,0.022,0.000,-0.011
3.740,-0.596,-0.437,-2.298,2.147,1.246,1.074,0.020,0.000,-0.010
3.760,-0.552,-0.411,-2.276,2.177,1.333,1.088,0.018,0.000,-0.009
3.780,-0.508,-0.382,-2.254,2.204,1.414,1.102,0.016,0.000,-0.008
3.800,-0.464,-0.353,-2.232,2.229,1.489,1.115,0.014,0.000,-0.007
3.820,-0.418,-0.321,-2.209,2.252,1.559,1.126,0.012,0.000,-0.006
3.840,-0.373,-0.289,-2.187,2.273,1.622,1.136,0.011,0.000,-0.005
3.860,-0.327,-0.255,-2.164,2.291,1.679,1.145,0.009,0.000,-0.005
3.880,-0.281,-0.221,-2.141,2.307,1.730,1.154,0.008,0.000,-0.004
3.900,-0.235,-0.185,-2.117,2.321,1.773,1.161,0.006,0.000,-0.003
3.920,-0.188,-0.149,-2.094,2.333,1.810,1.166,0.005,0.000,-0.003
3.940,-0.141,-0.112,-2.071,2.342,1.839,1.171,0.004,0.000,-0.002
3.960,-0.094,-0.075,-2.047,2.349,1.861,1.174,0.003,0.000,-0.001
3.980,-0.047,-0.038,-2.024,2.353,1.876,1.177,0.001,0.000,-0.001
4.000,0.000,0.000,-2.000,2.356,1.884,1.178,-0.000,0.000,0.000
4.020,0.047,0.038,-1.976,2.356,1.884,1.178,-0.001,0.000,0.001
4.040,0.094,0.075,-1.953,2.353,1.876,1.177,-0.003,0.000,0.001
4.060,0.141,0.112,-1.929,2.349,1.861,1.174,-0.004,0.000,0.002
4.080,0.188,0.149,-1.906,2.342,1.839,1.171,-0.005,0.000,0.003
4.100,0.235,0.185,-1.883,2.333,1.810,1.166,-0.006,0.000,0.003
4.120,0.281,0.221,-1.859,2.321,1.773,1.161,-0.008,0.000,0.004
4.140,0.327,0.255,-1.836,2.307,1.730,1.154,-0.009,0.000,0.005
4.160,0.373,0.289,-1.813,2.291,1.679,1.145,-0.011,0.000,0.005
